Name,Ticker,Sub-Sector
Sical Logistics Ltd,SICAL,Logistics
Cimmco Ltd,CIMMCO,Rail
Punj Lloyd Ltd,PUNJLLOYD,Construction & Engineering
Bhagyanagar India Ltd,BHAGYANGR,Electrical Components & Equipments
Uravi T & Wedge Lamps Ltd,URAVI,Electrical Components & Equipments
Macpower CNC Machines Ltd,MACPOWER,Industrial Machinery
CMI Ltd,CMICABLES,Cables
Tara Chand Logistic Solutions Ltd,TARACHAND,Business Support Services
Surana Telecom and Power Ltd,SURANAT&P,Cables
IL&FS Transportation Networks Ltd,IL&FSTRANS,Roads
Sicagen India Ltd,SICAGEN,Building Products - Pipes
Rama Steel Tubes Ltd,RAMASTEEL,Building Products - Pipes
Indosolar Ltd,INDOSOLAR,Renewable Energy Equipment & Services
Lokesh Machines Ltd,LOKESHMACH,Industrial Machinery
Cords Cable Industries Ltd,CORDSCABLE,Cables
Lexus Granito (India) Ltd,LEXUS,Building Products - Ceramics
Indian Card Clothing Company Ltd,INDIANCARD,Industrial Machinery
AVG Logistics Ltd,AVG,Logistics
Tarmat Ltd,TARMAT,Construction & Engineering
Supreme Infrastructure India Ltd,SUPREMEINF,Construction & Engineering
Univastu India Ltd,UNIVASTU,Construction & Engineering
Anik Industries Ltd,ANIKINDS,Commodities Trading
Prajay Engineers Syndicate Ltd,PRAENG,Construction & Engineering
Servotech Power Systems Ltd,SERVOTECH,Electrical Components & Equipments
RM Drip & Sprinklers Systems Ltd,RMDRIP,Agricultural & Farm Machinery
Ausom Enterprise Ltd,AUSOMENT,Commodities Trading
Aro Granite Industries Ltd,AROGRANITE,Building Products - Granite
DCM Ltd,DCM,Conglomerates
Total Transport Systems Ltd,TOTAL,Logistics
Salasar Exteriors and Contour Ltd,SECL,Construction & Engineering
Patel Integrated Logistics Ltd,PATINTLOG,Logistics
Banka BioLoo Ltd,BANKA,Business Support Services
Surana Solar Ltd,SURANASOL,Renewable Energy Equipment & Services
AiroLam Ltd,AIROLAM,Building Products - Laminates
ARSS Infrastructure Projects Ltd,ARSSINFRA,Construction & Engineering
Manugraph India Ltd,MANUGRAPH,Industrial Machinery
SPML Infra Ltd,SPMLINFRA,Construction & Engineering
Mercator Ltd,MERCATOR,Logistics
Godha Cabcon & Insulation Ltd,GODHA,Cables
Bright Solar Ltd,BRIGHT,Industrial Machinery
BC Power Controls Ltd,BCP,Cables
AKG Exim Ltd,AKG,Commodities Trading
Nitin Fire Protection Industries Ltd,NITINFIRE,Business Support Services
KHFM Hospitality and Facility Managementservices Ltd,KHFM,Business Support Services
Kshitij Polyline Ltd,KSHITIJPOL,Stationery
Aaron Industries Ltd,AARON,Heavy Electrical Equipments
Delta Manufacturing Ltd,DELTAMAGNT,Industrial Machinery
Beardsell Ltd,BEARDSELL,Building Products - Prefab Structures
Bil Energy Systems Ltd,BILENERGY,Industrial Machinery
MIC Electronics Ltd,MIC,Electrical Components & Equipments
Madhav Marbles and Granites Ltd,MADHAV,Building Products - Granite
Latteys Industries Ltd,LATTEYS,Industrial Machinery
Prakash Steelage Ltd,PRAKASHSTL,Building Products - Pipes
Globe International Carriers Ltd,GICL,Logistics
Surani Steel Tubes Ltd,SURANI,Building Products - Pipes
Madhucon Projects Ltd,MADHUCON,Construction & Engineering
Somi Conveyor Beltings Ltd,SOMICONVEY,Industrial Machinery
ANI Integrated Services Ltd,AISL,Construction & Engineering
Diamond Power Infrastructure Ltd,DIAPOWER,Electrical Components & Equipments
Tijaria Polypipes Ltd,TIJARIA,Building Products - Pipes
JITF Infralogistics Ltd,JITFINFRA,Shipbuilding
NRB Industrial Bearings Ltd,NIBL,Industrial Machinery
EON Electric Ltd,EON,Electrical Components & Equipments
Zodiac Energy Ltd,ZODIAC,Renewable Energy Equipment & Services
Jet Freight Logistics Ltd,JETFREIGHT,Logistics
Shri Ram Switchgears Ltd,SRIRAM,Electrical Components & Equipments
Setubandhan Infrastructure Ltd,SETUINFRA,Construction & Engineering
Hisar Metal Industries Ltd,HISARMETAL,Building Products - Pipes
Sejal Glass Ltd,SEZAL,Building Products - Glass
Hilton Metal Forging Ltd,HILTON,Industrial Machinery
Unity Infraprojects Ltd,UNITY,Construction & Engineering
Solex Energy Ltd,SOLEX,Industrial Machinery
IMP Powers Ltd,INDLMETER,Heavy Electrical Equipments
S S Infrastructure Development Consultants Ltd,SSINFRA,Construction & Engineering
Zenith Birla (India) Ltd,ZENITHBIR,Building Products - Pipes
Mukand Engineers Ltd,MUKANDENGG,Construction & Engineering
SecUR Credentials Ltd,SECURCRED,Employment Services
Consolidated Construction Consortium Ltd,CCCL,Construction & Engineering
Excel Realty N Infra Ltd,EXCEL,Construction & Engineering
Technofab Engineering Ltd,TECHNOFAB,Construction & Engineering
Gayatri Highways Ltd,GAYAHWS,Construction & Engineering
PSL Ltd,PSL,Building Products - Pipes
CKP Products Ltd,CKPPRODUCT,Commodities Trading
EMCO Ltd,EMCO,Heavy Electrical Equipments
Marshall Machines Ltd,MARSHALL,Industrial Machinery
Crown Lifters Ltd,CROWN,Heavy Machinery
Soni Soya Products Ltd,SONISOYA,Commodities Trading
Husys Consulting Ltd,HUSYSLTD,Employment Services
Sanco Industries Ltd,SANCO,Building Products - Pipes
Transwind Infrastructures Ltd,TRANSWIND,Construction & Engineering
C & C Constructions Ltd,CANDC,Construction & Engineering
Tantia Constructions Ltd,TANTIACONS,Construction & Engineering
Jalan Transolutions (India) Ltd,JALAN,Logistics
ASL Industries Ltd,ASLIND,Industrial Machinery
Premier Ltd,PREMIER,Industrial Machinery
Proseed India Ltd,PROSEED,Commodities Trading
CMM Infraprojects Ltd,CMMIPL,Construction & Engineering
Manav Infra Projects Ltd,MANAV,Construction & Engineering
W.S. Industries (India) Ltd,WSI,Industrial Machinery
Kaushalya Infrastructure Development Corporation Ltd,KAUSHALYA,Construction & Engineering
Euro Ceramics Ltd,EUROCERA,Building Products - Ceramics
Lakshmi Precision Screws Ltd,LAKPRE,Industrial Machinery
GI Engineering Solutions Ltd,GISOLUTION,Construction & Engineering
Jaihind Projects Ltd,JAIHINDPRO,Construction & Engineering
Pae Ltd,PAEL,Batteries
Debock Sales and Marketing Ltd,DSML,Agricultural & Farm Machinery
