Date,All Weather Investing,NIFTY 100
21-11-2019,357.7,284.38
22-11-2019,357.5,283.17
25-11-2019,358.13,286.97
26-11-2019,357.44,285.98
27-11-2019,357.69,287.56
28-11-2019,358.81,288.99
29-11-2019,358.28,286.73
02-12-2019,358.58,286.56
03-12-2019,358.07,285.16
04-12-2019,359.24,286.22
05-12-2019,358.32,285.41
06-12-2019,357.08,283.02
09-12-2019,355.43,283.22
10-12-2019,354.52,281.16
11-12-2019,355.25,282.43
12-12-2019,356.11,283.99
13-12-2019,356.64,286.74
16-12-2019,357.18,285.85
17-12-2019,357.95,288.3
18-12-2019,358.73,289.6
19-12-2019,359.33,290.53
20-12-2019,359.82,290.99
23-12-2019,360.07,290.79
24-12-2019,360.2,289.78
26-12-2019,360.33,287.83
27-12-2019,361.87,290.55
30-12-2019,362.67,290.77
31-12-2019,362.14,288.74
01-01-2020,361.82,289
02-01-2020,362.79,291.39
03-01-2020,366.58,290.17
06-01-2020,367.13,284.57
07-01-2020,365.33,286.08
08-01-2020,367.33,285.53
09-01-2020,365.37,289.96
10-01-2020,365.31,290.9
13-01-2020,365.35,292.71
14-01-2020,365.73,293.46
15-01-2020,367.24,293.24
16-01-2020,367.47,293.51
17-01-2020,367.37,293.53
20-01-2020,367.22,290.51
21-01-2020,366.2,289.2
22-01-2020,366.46,287.87
23-01-2020,367.39,289.8
24-01-2020,369.5,291.54
27-01-2020,369.94,288.62
28-01-2020,368.94,287.22
29-01-2020,369.26,288.95
30-01-2020,368.57,286.33
31-01-2020,367.43,284.48
01-02-2020,365.28,-
03-02-2020,364.11,278.21
04-02-2020,365.31,284.58
05-02-2020,366.14,287.43
06-02-2020,368.41,288.88
07-02-2020,369.04,288.3
10-02-2020,369.85,286.8
11-02-2020,369.44,288.23
12-02-2020,369.55,290.15
13-02-2020,370.23,289.54
14-02-2020,368.53,287.86
17-02-2020,367.72,286.01
18-02-2020,367.95,284.76
19-02-2020,372.49,288.28
20-02-2020,372.99,287.41
24-02-2020,377.18,281.42
25-02-2020,371.89,280.49
26-02-2020,370.45,277.5
27-02-2020,369.5,276.48
28-02-2020,364.96,266.34
02-03-2020,362.98,264.82
03-03-2020,365.56,269.04
04-03-2020,368.39,267.68
05-03-2020,368.92,268.26
06-03-2020,370.08,261.72
09-03-2020,363.82,249.09
11-03-2020,360.13,248.97
12-03-2020,349.42,228.16
13-03-2020,345.8,236.55
16-03-2020,337.83,219.29
17-03-2020,333.41,214.31
18-03-2020,331.45,202.6
19-03-2020,324.43,197.44
20-03-2020,332.37,208.34
23-03-2020,317.97,181.68
24-03-2020,323.69,185.88
25-03-2020,329.84,197.43
26-03-2020,332.49,205.52
27-03-2020,337.92,205.87
30-03-2020,342.53,197.83
31-03-2020,339.45,205.5
01-04-2020,338.12,197.8
03-04-2020,336.58,193.94
07-04-2020,345.74,210.29
08-04-2020,347.85,209.97
09-04-2020,353.82,218.48
13-04-2020,356.72,216.01
15-04-2020,358.81,214.85
16-04-2020,360.19,216.47
17-04-2020,361.17,222.5
20-04-2020,358.09,222.24
21-04-2020,356.94,215.96
22-04-2020,359.85,220.59
23-04-2020,361.05,223.28
24-04-2020,359.39,219.45
27-04-2020,360.63,222.7
28-04-2020,361.5,224.66
29-04-2020,362.72,228.55
30-04-2020,366.15,235.53
04-05-2020,360.38,222.51
05-05-2020,356.91,220.27
06-05-2020,356.64,221.91
07-05-2020,355.32,220.1
08-05-2020,357.16,221.45
11-05-2020,357.09,221.52
12-05-2020,356.97,220.59
13-05-2020,357.97,224.83
14-05-2020,358.08,219.67
15-05-2020,358.05,219.37
18-05-2020,355.95,211.93
19-05-2020,353.5,213.24
20-05-2020,357.1,217.69
21-05-2020,357,218.88
22-05-2020,356.61,217.17
26-05-2020,356.22,217
27-05-2020,356.07,222.93
28-05-2020,359.42,227.08
29-05-2020,361.43,229.7
01-06-2020,364.5,235.28
02-06-2020,366.03,238.65
03-06-2020,366.33,240.55
04-06-2020,365.89,240.02
05-06-2020,369.08,242.99
08-06-2020,368.31,243.52
09-06-2020,368.04,240.81
10-06-2020,369.11,242.23
11-06-2020,367.65,237.3
12-06-2020,368.56,239.09
15-06-2020,366.5,235.5
16-06-2020,367.97,237.65
17-06-2020,367.67,237.01
18-06-2020,369.34,241.44
19-06-2020,371.11,244.96
22-06-2020,374.03,247
23-06-2020,376.12,250.92
24-06-2020,375.74,247.13
25-06-2020,374.65,246.81
26-06-2020,375.23,248.8
29-06-2020,375.1,247.06
30-06-2020,375.12,246.82
01-07-2020,377.12,249.46
02-07-2020,375.83,252.22
03-07-2020,376.32,253.63
06-07-2020,378.2,257
07-07-2020,379.6,257.91
08-07-2020,380.45,255.86
09-07-2020,382.46,258.02
10-07-2020,381.69,257.01
13-07-2020,382.03,257.81
14-07-2020,379.67,253.45
15-07-2020,379.53,253.48
16-07-2020,380.15,256.07
17-07-2020,381.98,259.98
20-07-2020,383.9,262.65
21-07-2020,385.83,265.58
22-07-2020,387.52,264.77
23-07-2020,390.91,266.77
24-07-2020,391.51,265.91
27-07-2020,395.29,264.34
28-07-2020,395.82,268.04
29-07-2020,397.08,266.22
30-07-2020,396.53,264.34
31-07-2020,399.34,264.15
03-08-2020,398.44,260.22
04-08-2020,400.03,264.64
05-08-2020,404.16,264.75
06-08-2020,406.84,267.03
07-08-2020,408.4,267.41
10-08-2020,407.32,269.09
11-08-2020,403.61,269.99
12-08-2020,397.63,269.69
13-08-2020,399.61,269.7
14-08-2020,399.28,266.84
17-08-2020,399.17,268.38
18-08-2020,404.9,271.66
19-08-2020,403.52,272.19
20-08-2020,398.63,270.17
21-08-2020,399.61,271.51
24-08-2020,399.5,273.47
25-08-2020,397.9,273.62
26-08-2020,398.11,275.24
27-08-2020,399.38,275.6
28-08-2020,400.72,277.53
31-08-2020,396.37,270.57
01-09-2020,397.93,272.71
02-09-2020,397.99,274.45
03-09-2020,396.42,274.51
04-09-2020,394.5,269.84
07-09-2020,394.59,270.16
08-09-2020,393.87,269.14
09-09-2020,393.92,268.27
10-09-2020,396.75,272.14
11-09-2020,397.31,272.78
14-09-2020,396.81,272.23
15-09-2020,400.08,274.27
16-09-2020,400.31,276.14
17-09-2020,398.12,274.11
18-09-2020,399.41,273.97
21-09-2020,394.21,267.54
22-09-2020,389.6,265.13
23-09-2020,388.52,264.59
24-09-2020,382.86,257.07
25-09-2020,386.93,263.05
28-09-2020,388.5,267.5
29-09-2020,391.33,267.22
30-09-2020,391.8,267.97
01-10-2020,393.29,271.75
05-10-2020,394.16,273.62
06-10-2020,396.85,277.04
07-10-2020,395.47,278.53
08-10-2020,396.86,280.68
09-10-2020,398.69,282.22
12-10-2020,399.01,282.41
13-10-2020,398.84,282.33
14-10-2020,398.26,283.36
15-10-2020,395.63,276.74
16-10-2020,397.22,278.75
19-10-2020,398.74,281.33
20-10-2020,398.24,281.89
21-10-2020,399.35,282.65
22-10-2020,399.38,281.77
23-10-2020,399.26,282.58
26-10-2020,396.88,278.73
27-10-2020,399.2,281.77
28-10-2020,397.64,278.18
29-10-2020,396.48,277.13
30-10-2020,396.34,276.53
02-11-2020,397.3,277.21
03-11-2020,399.39,280.4
04-11-2020,400.78,282.6
05-11-2020,403.91,287.56
06-11-2020,406.97,290.65
09-11-2020,410.37,295.27
10-11-2020,406.49,298.52
11-11-2020,408.93,301.4
12-11-2020,409.35,300.42
13-11-2020,410.76,301.37
17-11-2020,413.68,305.05
18-11-2020,413.52,306.51
19-11-2020,411.46,302.79
20-11-2020,412.84,305.09
23-11-2020,414.5,306.83
24-11-2020,413.01,309.7
25-11-2020,410.78,305.03
26-11-2020,412.57,308.04
27-11-2020,412.85,307.86
01-12-2020,413.93,311.28
02-12-2020,416.23,311.72
03-12-2020,417.51,312.57
04-12-2020,418.73,315.3
07-12-2020,419.68,317.69
08-12-2020,421.66,318.44
09-12-2020,422.56,321.26
10-12-2020,420.88,320.38
11-12-2020,421.46,321.22
14-12-2020,422.34,322.29
15-12-2020,422.3,322.39
16-12-2020,424.96,324.99
17-12-2020,425.98,326.04
18-12-2020,426.88,326.51
21-12-2020,421.81,316.12
22-12-2020,422.6,319.56
23-12-2020,425.04,323.05
24-12-2020,426.53,326.26
28-12-2020,428.8,329.2
29-12-2020,429.04,330.39
30-12-2020,429.52,331.59
31-12-2020,430.05,331.64
01-01-2021,430.99,332.75
04-01-2021,434.77,335.79
05-01-2021,437.51,337.89
06-01-2021,438.42,336.7
07-01-2021,436.59,336.7
08-01-2021,436.65,341.61
11-01-2021,435.71,344.62
12-01-2021,437.2,346.11
13-01-2021,436.49,345.87
14-01-2021,435.76,346.72
15-01-2021,434.73,342.66
18-01-2021,430.47,338.69
19-01-2021,434.86,344.39
20-01-2021,438.16,347.19
21-01-2021,436.12,345.67
22-01-2021,433.74,340.8
25-01-2021,431.08,337.71
27-01-2021,427.63,331.53
28-01-2021,426.23,328.27
29-01-2021,423.64,323.47
01-02-2021,429.21,338.02
02-02-2021,432.07,346.47
03-02-2021,432.75,349.61
04-02-2021,433.4,352.51
05-02-2021,432.77,352.78
08-02-2021,435.43,357.23
09-02-2021,437.06,357.08
10-02-2021,437.19,357.2
11-02-2021,438.32,358.92
12-02-2021,437.16,358.83
15-02-2021,439.11,362.44
16-02-2021,439.55,362.6
17-02-2021,436.72,360.54
18-02-2021,436.62,358.92
19-02-2021,433.34,355.46
22-02-2021,431.07,348.4
23-02-2021,432.22,349.38
24-02-2021,434.58,355.28
25-02-2021,436.03,357.96
26-02-2021,430.11,345.22
01-03-2021,430.77,350.45
02-03-2021,432.06,354.49
03-03-2021,435,361.98
04-03-2021,432.99,358.66
05-03-2021,429.99,355.03
08-03-2021,430.13,355.32
09-03-2021,430.98,357.89
10-03-2021,431.99,359.75
12-03-2021,429.44,356.34
15-03-2021,429.71,354.01
16-03-2021,429.46,353.83
17-03-2021,427.37,349.02
18-03-2021,425.52,345.1
19-03-2021,427.4,349.45
22-03-2021,426.76,349.74
23-03-2021,428.56,351.92
24-03-2021,425.88,345.75
25-03-2021,422.7,340.11
26-03-2021,424.23,344.42
30-03-2021,425.74,351.54
31-03-2021,424.76,348.51
01-04-2021,430.42,352.88
05-04-2021,430.1,347.77
06-04-2021,431.54,349.19
07-04-2021,435.89,352.43
08-04-2021,437.35,353.9
09-04-2021,438.42,353.14
12-04-2021,432.97,340.1
13-04-2021,434.29,344.56
15-04-2021,435.74,346.44
16-04-2021,437.62,347.71
19-04-2021,438.53,341.58
20-04-2021,436.48,340.5
22-04-2021,438.74,342.79
23-04-2021,438.97,341.53
26-04-2021,438.38,344.71
27-04-2021,439.07,348.52
28-04-2021,438.17,353.15
29-04-2021,438.54,353.75
30-04-2021,437.13,348.12
03-05-2021,438.08,348.6
04-05-2021,437.52,345.6
05-05-2021,438.05,348.88
06-05-2021,440.41,351.36
07-05-2021,442.99,353.55
10-05-2021,445.5,356.5
11-05-2021,445.05,354.73
12-05-2021,444.82,351.63
14-05-2021,443.97,350.53
17-05-2021,447.42,356.2
18-05-2021,450.56,360.69
19-05-2021,450.62,359.46
20-05-2021,450.9,356.92
21-05-2021,452.11,362.66
24-05-2021,453.46,363.52
25-05-2021,452.79,363.53
26-05-2021,455.54,365.34
27-05-2021,455.07,366.33
28-05-2021,454.68,368.35
31-05-2021,457.56,371.84
01-06-2021,458.87,371.62
02-06-2021,459.48,372.63
03-06-2021,460.62,375.47
04-06-2021,459.16,375.31
07-06-2021,460.28,377.02
08-06-2021,461.41,376.99
09-06-2021,460.44,374.34
10-06-2021,461.33,377.09
11-06-2021,462.86,378.45
14-06-2021,459.98,378.46
15-06-2021,460.62,379.8
16-06-2021,459.78,377.18
17-06-2021,454.9,375.08
18-06-2021,452.67,374.59
21-06-2021,453.3,376.38
22-06-2021,454.27,377.22
23-06-2021,453.28,375.01
24-06-2021,452.92,376.85
25-06-2021,454.01,378.63
28-06-2021,453.19,377.88
29-06-2021,452.87,376.4
30-06-2021,451.42,375.63
01-07-2021,452.56,374.89
02-07-2021,453.7,375.57
05-07-2021,454.7,378.16
06-07-2021,456.37,377.87
07-07-2021,457.15,379.34
08-07-2021,456.66,376.16
09-07-2021,456.37,375.46
12-07-2021,456.22,375.54
13-07-2021,456.49,377.89
14-07-2021,457.1,378.73
15-07-2021,459.01,380.35
16-07-2021,459.06,380.63
19-07-2021,456.94,376.74
20-07-2021,455.72,373.9
22-07-2021,456.72,378.8
23-07-2021,457.12,379.38
26-07-2021,457.75,378.8
27-07-2021,456.56,376.84
28-07-2021,456.89,376.2
29-07-2021,458.14,377.65
30-07-2021,459.62,377.53
02-08-2021,459.92,380.51
03-08-2021,461.48,385.99
04-08-2021,461.68,388.22
05-08-2021,462.1,388.83
06-08-2021,461.43,387.8
09-08-2021,458.07,387.96
10-08-2021,456.86,388.2
11-08-2021,456.19,388.12
12-08-2021,458.57,389.98
13-08-2021,459.33,393.44
16-08-2021,460.85,394.19
17-08-2021,462.83,395.53
18-08-2021,462.99,394.91
20-08-2021,460.44,391.7
23-08-2021,460.45,392.43
24-08-2021,462.74,395.6
25-08-2021,462.43,396.12
26-08-2021,462.49,396.39
27-08-2021,464.37,398.49
30-08-2021,467.95,403.98
31-08-2021,470.12,408.9
01-09-2021,471.29,408.2
02-09-2021,472.64,411.99
03-09-2021,475.2,414.18
06-09-2021,476.44,415.2
07-09-2021,475.22,414.68
08-09-2021,474.97,414.86
09-09-2021,475.68,415.48
13-09-2021,475.84,415.38
14-09-2021,476.54,416.09
15-09-2021,478.4,419.17
16-09-2021,478.61,421.89
17-09-2021,476.59,420.47
20-09-2021,472.91,415.51
21-09-2021,475.2,419.37
22-09-2021,477.13,419.36
23-09-2021,478.52,425.67
24-09-2021,477.18,425.78
27-09-2021,476.51,425.67
28-09-2021,475.05,423.02
29-09-2021,474.36,421.91
30-09-2021,472.69,420.01
01-10-2021,473.46,418.44
04-10-2021,475.06,422.64
05-10-2021,476.35,425.6
06-10-2021,475.4,421.44
07-10-2021,476.84,425.02
08-10-2021,476.89,426.99
11-10-2021,477.7,428.34
12-10-2021,478.75,429.75
